Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     45.03     0.00        1     0.00     0.00  memset
  0.00     45.03     0.00        1     0.00     0.03  ss_solar_system_calculateSpeedVariations
  0.00     45.03     0.00        1     0.00     0.24  ss_solar_system_init

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 32 byte(s) for 0.00% of 45.03 seconds

index % time    self  children    called     name
                0.00   38.98       1/1           _start [3]
[1]     86.6    0.00   38.98       1         alt_main [1]
                0.00   38.98       1/1           main [2]
                0.00    0.00       1/1           alt_io_redirect [126]
                0.00    0.00       1/6           alt_release_fd [105]
                0.00    0.00       1/1           alt_sys_init [129]
                0.00    0.00       1/1           alt_dev_llist_insert [123]
                0.00    0.00       1/1           alt_irq_init [127]
-----------------------------------------------
                0.00   38.98       1/1           alt_main [1]
[2]     86.6    0.00   38.98       1         main [2]
                0.00   37.95       1/1           ss_solar_system_iterate [4]
                0.00    0.74       1/1           exit [27]
                0.00    0.24       1/1           ss_solar_system_init [38]
                0.05    0.00       1/1           ecran2d_clear [48]
                0.00    0.00       1/1           camera3d_init [85]
                0.00    0.00       3/3           _puts_r [98]
                0.00    0.00       3/3           puts [115]
-----------------------------------------------
                                                 <spontaneous>
[3]     86.6    0.00   38.98                 _start [3]
                0.00   38.98       1/1           alt_main [1]
                0.00    0.00       1/1           alt_icache_flush [124]
                0.00    0.00       1/1           alt_icache_flush_all [125]
                0.00    0.00       1/1           alt_load [128]
-----------------------------------------------
                0.00   37.95       1/1           main [2]
[4]     84.3    0.00   37.95       1         ss_solar_system_iterate [4]
                0.00   36.89      10/10          ss_planet_draw [5]
                0.00    0.95       9/9           ss_orbit_render [24]
                0.02    0.04      10/10          ss_planet_render [47]
                0.00    0.03       1/1           ss_solar_system_calculateSpeedVariations [58]
                0.01    0.01       9/9           ss_orbit_draw [65]
                0.00    0.00      10/10          ss_planet_clear [82]
                0.00    0.00      10/20          vecteur3d_distance [84]
                0.00    0.00      45/40923       __gtsf2 [37]
                0.00    0.00       9/9           ss_planet_updatePos [90]
                0.00    0.00      10/79340       sqrtf [23]
                0.00    0.00       9/9           ss_planet_updateSpeed [93]
                0.00    0.00      10/10          ss_planet_swapDisplayBuffer [101]
                0.00    0.00       9/9           ss_orbit_swapDisplayBuffer [104]
                0.00    0.00       9/9           ss_orbit_clear [103]
-----------------------------------------------
                0.00   36.89      10/10          ss_solar_system_iterate [4]
[5]     81.9    0.00   36.89      10         ss_planet_draw [5]
                0.16   36.73       9/9           ss_planet_drawBall3D [6]
                0.00    0.00      10/30          __nesf2 [73]
                0.00    0.00      18/42014       __fixsfsi [41]
-----------------------------------------------
                0.16   36.73       9/9           ss_planet_draw [5]
[6]     81.9    0.16   36.73       9         ss_planet_drawBall3D [6]
                0.56   36.11   39564/39564       ss_planet_getBall3DIntensity [7]
                0.06    0.00   39564/45324       ecran2d_setPixel [46]
                0.00    0.00       9/10          vecteur3d_crossProduct [89]
                0.00    0.00       9/10          matrice4d_setRotationMatrixXYZ [100]
-----------------------------------------------
                0.56   36.11   39564/39564       ss_planet_drawBall3D [6]
[7]     81.4    0.56   36.11   39564         ss_planet_getBall3DIntensity [7]
                0.92   11.09   39564/39564       matrice4d_product_v4d [9]
                0.22   11.64   38848/38848       acosf [10]
                0.09    6.72   38848/39424       sinf [14]
                0.42    1.08   79128/79340       sqrtf [23]
                0.50    0.80  157540/1695137     __mulsf3 [8]
                0.20    0.58  158256/161872      __floatsisf [26]
                0.55    0.15   38848/110604      __divsf3 [22]
                0.08    0.29   39564/1157417     __addsf3 [12]
                0.05    0.29   39564/540366      __subsf3 [18]
                0.07    0.14   39564/39564       __lesf2 [40]
                0.15    0.05   38848/42014       __fixsfsi [41]
                0.03    0.00   39564/39564       vecteur4d_init [56]
-----------------------------------------------
                0.00    0.00       1/1695137     matrice4d_setProjectionMatrix [99]
                0.00    0.00      10/1695137     ss_planet_init [91]
                0.00    0.00      18/1695137     ss_planet_updatePos [90]
                0.00    0.00      30/1695137     vecteur3d_mul [92]
                0.00    0.00      60/1695137     ss_planet_render [47]
                0.00    0.00      60/1695137     vecteur3d_distance [84]
                0.00    0.00      60/1695137     vecteur3d_crossProduct [89]
                0.00    0.00     243/1695137     vecteur3d_length [78]
                0.00    0.00     333/1695137     vecteur3d_normalize [63]
                0.00    0.00     405/1695137     ss_solar_system_calculateSpeedVariations [58]
                0.00    0.00     717/1695137     __ieee754_sqrtf [34]
                0.01    0.01    2268/1695137     __ieee754_rem_pio2f [25]
                0.01    0.01    2304/1695137     ss_orbit_render [24]
                0.01    0.01    2304/1695137     ss_orbit_init [39]
                0.02    0.04    7392/1695137     matrice4d_product_v3d [43]
                0.12    0.19   37568/1695137     matrice4d_product_m4d [33]
                0.50    0.80  157540/1695137     ss_planet_getBall3DIntensity [7]
                0.56    0.89  176520/1695137     __kernel_sinf [20]
                0.57    0.91  179450/1695137     __kernel_cosf [19]
                1.57    2.50  494830/1695137     __ieee754_acosf [11]
                2.01    3.20  633024/1695137     matrice4d_product_v4d [9]
[8]     30.9    5.37    8.57 1695137         __mulsf3 [8]
                4.20    0.00 3390274/7371136     __unpack_f [13]
                2.29    0.00 1695137/3666095     __pack_f [17]
                2.08    0.00 1172965/1172965     __muldi3 [21]
-----------------------------------------------
                0.92   11.09   39564/39564       ss_planet_getBall3DIntensity [7]
[9]     26.7    0.92   11.09   39564         matrice4d_product_v4d [9]
                1.28    4.61  633024/1157417     __addsf3 [12]
                2.01    3.20  633024/1695137     __mulsf3 [8]
-----------------------------------------------
                0.22   11.64   38848/38848       ss_planet_getBall3DIntensity [7]
[10]    26.3    0.22   11.64   38848         acosf [10]
                0.80   10.47   38848/38848       __ieee754_acosf [11]
                0.17    0.14   38848/40923       __gtsf2 [37]
                0.03    0.00   38848/118188      isnanf [45]
                0.03    0.00   38848/39568       fabsf [57]
-----------------------------------------------
                0.80   10.47   38848/38848       acosf [10]
[11]    25.0    0.80   10.47   38848         __ieee754_acosf [11]
                1.57    2.50  494830/1695137     __mulsf3 [8]
                0.63    2.29  313758/1157417     __addsf3 [12]
                0.31    1.76  241116/540366      __subsf3 [18]
                0.97    0.26   68756/110604      __divsf3 [22]
                0.18    0.01   30022/109362      __ieee754_sqrtf [34]
-----------------------------------------------
                0.00    0.00       2/1157417     matrice4d_setProjectionMatrix [99]
                0.00    0.00      18/1157417     ss_planet_updatePos [90]
                0.00    0.00      18/1157417     ss_planet_updateSpeed [93]
                0.00    0.00      20/1157417     ss_planet_render [47]
                0.00    0.00      40/1157417     vecteur3d_distance [84]
                0.00    0.00      60/1157417     vecteur3d_add [83]
                0.00    0.00     144/1157417     ss_solar_system_calculateSpeedVariations [58]
                0.00    0.00     162/1157417     vecteur3d_length [78]
                0.00    0.00     222/1157417     vecteur3d_normalize [63]
                0.00    0.01     717/1157417     __ieee754_sqrtf [34]
                0.00    0.01    1152/1157417     ss_orbit_render [24]
                0.00    0.01    1440/1157417     __ieee754_rem_pio2f [25]
                0.02    0.07    9856/1157417     matrice4d_product_v3d [43]
                0.08    0.27   37568/1157417     matrice4d_product_m4d [33]
                0.08    0.29   39564/1157417     ss_planet_getBall3DIntensity [7]
                0.11    0.39   53835/1157417     __kernel_cosf [19]
                0.13    0.48   65817/1157417     __kernel_sinf [20]
                0.63    2.29  313758/1157417     __ieee754_acosf [11]
                1.28    4.61  633024/1157417     matrice4d_product_v4d [9]
[12]    23.9    2.33    8.43 1157417         __addsf3 [12]
                4.00    0.00 1157417/1697783     _fpadd_parts [15]
                2.87    0.00 2314834/7371136     __unpack_f [13]
                1.56    0.00 1157417/3666095     __pack_f [17]
-----------------------------------------------
                0.00    0.00      60/7371136     __nesf2 [73]
                0.00    0.00     716/7371136     __extendsfdf2 [67]
                0.05    0.00   42014/7371136     __fixsfsi [41]
                0.10    0.00   79128/7371136     __lesf2 [40]
                0.10    0.00   81846/7371136     __gtsf2 [37]
                0.20    0.00  160324/7371136     __ltsf2 [35]
                0.27    0.00  221208/7371136     __divsf3 [22]
                1.34    0.00 1080732/7371136     __subsf3 [18]
                2.87    0.00 2314834/7371136     __addsf3 [12]
                4.20    0.00 3390274/7371136     __mulsf3 [8]
[13]    20.3    9.13    0.00 7371136         __unpack_f [13]
-----------------------------------------------
                0.00    0.10     576/39424       ss_orbit_init [39]
                0.09    6.72   38848/39424       ss_planet_getBall3DIntensity [7]
[14]    15.3    0.09    6.82   39424         sinf [14]
                0.27    2.94   17666/17954       __kernel_cosf [19]
                0.19    2.60   21758/22046       __kernel_sinf [20]
                0.16    0.65   17882/18386       __ieee754_rem_pio2f [25]
-----------------------------------------------
                1.87    0.00  540366/1697783     __subsf3 [18]
                4.00    0.00 1157417/1697783     __addsf3 [12]
[15]    13.0    5.87    0.00 1697783         _fpadd_parts [15]
-----------------------------------------------
                                                 <spontaneous>
[16]    13.0    5.85    0.00                 read [16]
-----------------------------------------------
                0.00    0.00     716/3666095     __make_fp [81]
                0.15    0.00  110604/3666095     __divsf3 [22]
                0.22    0.00  161855/3666095     __floatsisf [26]
                0.73    0.00  540366/3666095     __subsf3 [18]
                1.56    0.00 1157417/3666095     __addsf3 [12]
                2.29    0.00 1695137/3666095     __mulsf3 [8]
[17]    11.0    4.94    0.00 3666095         __pack_f [17]
-----------------------------------------------
                0.00    0.00       2/540366      matrice4d_setProjectionMatrix [99]
                0.00    0.00      30/540366      vecteur3d_crossProduct [89]
                0.00    0.00      60/540366      ss_planet_render [47]
                0.00    0.00      60/540366      vecteur3d_distance [84]
                0.00    0.00     216/540366      vecteur3d_sub [77]
                0.00    0.01     716/540366      __ieee754_sqrtf [34]
                0.05    0.29   39564/540366      ss_planet_getBall3DIntensity [7]
                0.09    0.49   66825/540366      __kernel_sinf [20]
                0.09    0.53   73128/540366      __ieee754_rem_pio2f [25]
                0.15    0.86  118649/540366      __kernel_cosf [19]
                0.31    1.76  241116/540366      __ieee754_acosf [11]
[18]    10.3    0.69    3.94  540366         __subsf3 [18]
                1.87    0.00  540366/1697783     _fpadd_parts [15]
                1.34    0.00 1080732/7371136     __unpack_f [13]
                0.73    0.00  540366/3666095     __pack_f [17]
-----------------------------------------------
                0.00    0.05     288/17954       cosf [44]
                0.27    2.94   17666/17954       sinf [14]
[19]     7.3    0.28    2.99   17954         __kernel_cosf [19]
                0.57    0.91  179450/1695137     __mulsf3 [8]
                0.15    0.86  118649/540366      __subsf3 [18]
                0.11    0.39   53835/1157417     __addsf3 [12]
                0.00    0.00       9/42014       __fixsfsi [41]
-----------------------------------------------
                0.00    0.03     288/22046       cosf [44]
                0.19    2.60   21758/22046       sinf [14]
[20]     6.3    0.19    2.64   22046         __kernel_sinf [20]
                0.56    0.89  176520/1695137     __mulsf3 [8]
                0.13    0.48   65817/1157417     __addsf3 [12]
                0.09    0.49   66825/540366      __subsf3 [18]
                0.00    0.00     107/42014       __fixsfsi [41]
-----------------------------------------------
                2.08    0.00 1172965/1172965     __mulsf3 [8]
[21]     4.6    2.08    0.00 1172965         __muldi3 [21]
-----------------------------------------------
                0.00    0.00       2/110604      matrice4d_setProjectionMatrix [99]
                0.00    0.00      10/110604      ss_planet_render [47]
                0.00    0.00      10/110604      ss_planet_init [91]
                0.00    0.00      81/110604      ss_solar_system_calculateSpeedVariations [58]
                0.00    0.00     333/110604      vecteur3d_normalize [63]
                0.01    0.00     716/110604      __ieee754_sqrtf [34]
                0.03    0.01    1848/110604      vecteur4d_getVecteur3d [55]
                0.55    0.15   38848/110604      ss_planet_getBall3DIntensity [7]
                0.97    0.26   68756/110604      __ieee754_acosf [11]
[22]     4.4    1.56    0.42  110604         __divsf3 [22]
                0.27    0.00  221208/7371136     __unpack_f [13]
                0.15    0.00  110604/3666095     __pack_f [17]
-----------------------------------------------
                0.00    0.00      10/79340       ss_solar_system_iterate [4]
                0.00    0.00      10/79340       ss_planet_render [47]
                0.00    0.00      81/79340       ss_solar_system_calculateSpeedVariations [58]
                0.00    0.00     111/79340       vecteur3d_normalize [63]
                0.42    1.08   79128/79340       ss_planet_getBall3DIntensity [7]
[23]     3.3    0.42    1.08   79340         sqrtf [23]
                0.22    0.29   78623/80162       __ltsf2 [35]
                0.46    0.02   79340/109362      __ieee754_sqrtf [34]
                0.07    0.00   79340/118188      isnanf [45]
                0.01    0.01     716/716         __extendsfdf2 [67]
                0.00    0.01     716/716         __divdf3 [71]
                0.00    0.00     716/716         matherr [79]
                0.00    0.00     716/716         __truncdfsf2 [80]
                0.00    0.00     716/716         __errno [201]
-----------------------------------------------
                0.00    0.95       9/9           ss_solar_system_iterate [4]
[24]     2.1    0.00    0.95       9         ss_orbit_render [24]
                0.03    0.65     576/587         matrice4d_product_m4d [33]
                0.01    0.14     576/616         matrice4d_product_v3d [43]
                0.00    0.03     576/616         vecteur4d_getVecteur3d [55]
                0.00    0.02     278/278         ss_orbit_line_clip [59]
                0.01    0.01    2304/1695137     __mulsf3 [8]
                0.01    0.00    2264/42014       __fixsfsi [41]
                0.00    0.01    1152/1157417     __addsf3 [12]
                0.01    0.00     576/582         memcpy [70]
                0.00    0.00     863/40923       __gtsf2 [37]
                0.00    0.00    1152/161872      __floatsisf [26]
                0.00    0.00     576/1298        vecteur3d_init [88]
-----------------------------------------------
                0.00    0.02     504/18386       cosf [44]
                0.16    0.65   17882/18386       sinf [14]
[25]     1.9    0.17    0.67   18386         __ieee754_rem_pio2f [25]
                0.09    0.53   73128/540366      __subsf3 [18]
                0.01    0.01    2268/1695137     __mulsf3 [8]
                0.00    0.01    1440/1157417     __addsf3 [12]
                0.00    0.00     720/42014       __fixsfsi [41]
                0.00    0.00     720/161872      __floatsisf [26]
                0.00    0.00     720/39568       fabsf [57]
-----------------------------------------------
                0.00    0.00      20/161872      ss_planet_render [47]
                0.00    0.00     576/161872      ss_orbit_init [39]
                0.00    0.00     720/161872      __ieee754_rem_pio2f [25]
                0.00    0.00    1148/161872      ss_orbit_line_clip [59]
                0.00    0.00    1152/161872      ss_orbit_render [24]
                0.20    0.58  158256/161872      ss_planet_getBall3DIntensity [7]
[26]     1.8    0.21    0.60  161872         __floatsisf [26]
                0.38    0.00  160178/160178      __clzsi2 [36]
                0.22    0.00  161855/3666095     __pack_f [17]
-----------------------------------------------
                0.00    0.74       1/1           main [2]
[27]     1.6    0.00    0.74       1         exit [27]
                0.00    0.72       1/1           _fwalk [32]
                0.02    0.00       1/1           _exit [61]
                0.00    0.00       1/1           _cleanup_r [211]
                0.00    0.00       1/1           __call_exitprocs [207]
-----------------------------------------------
                0.72    0.00       3/3           close [29]
[28]     1.6    0.72    0.00       3         altera_avalon_jtag_uart_close [28]
-----------------------------------------------
                0.00    0.72       3/3           _close_r [30]
[29]     1.6    0.00    0.72       3         close [29]
                0.72    0.00       3/3           altera_avalon_jtag_uart_close [28]
                0.00    0.00       3/6           alt_release_fd [105]
                0.00    0.00       3/3           altera_avalon_jtag_uart_close_fd [111]
-----------------------------------------------
                0.00    0.72       3/3           _fclose_r [31]
[30]     1.6    0.00    0.72       3         _close_r [30]
                0.00    0.72       3/3           close [29]
-----------------------------------------------
                0.00    0.72       3/3           _fwalk [32]
[31]     1.6    0.00    0.72       3         _fclose_r [31]
                0.00    0.72       3/3           _close_r [30]
                0.00    0.00       3/4           __sfp_lock_release [204]
                0.00    0.00       3/4           __sfp_lock_acquire [203]
                0.00    0.00       3/3           __sclose [205]
                0.00    0.00       3/3           _fflush_r [206]
-----------------------------------------------
                0.00    0.72       1/1           exit [27]
[32]     1.6    0.00    0.72       1         _fwalk [32]
                0.00    0.72       3/3           _fclose_r [31]
                0.00    0.00       3/3           fclose [112]
                0.00    0.00       1/4           __sfp_lock_release [204]
                0.00    0.00       1/4           __sfp_lock_acquire [203]
-----------------------------------------------
                0.00    0.00       1/587         camera3d_init [85]
                0.00    0.01      10/587         ss_planet_render [47]
                0.03    0.65     576/587         ss_orbit_render [24]
[33]     1.5    0.03    0.66     587         matrice4d_product_m4d [33]
                0.08    0.27   37568/1157417     __addsf3 [12]
                0.12    0.19   37568/1695137     __mulsf3 [8]
-----------------------------------------------
                0.18    0.01   30022/109362      __ieee754_acosf [11]
                0.46    0.02   79340/109362      sqrtf [23]
[34]     1.5    0.64    0.03  109362         __ieee754_sqrtf [34]
                0.01    0.00     716/110604      __divsf3 [22]
                0.00    0.01     717/1157417     __addsf3 [12]
                0.00    0.01     716/540366      __subsf3 [18]
                0.00    0.00     717/1695137     __mulsf3 [8]
-----------------------------------------------
                0.00    0.00     616/80162       vecteur4d_getVecteur3d [55]
                0.00    0.00     923/80162       ss_orbit_line_clip [59]
                0.22    0.29   78623/80162       sqrtf [23]
[35]     1.1    0.22    0.29   80162         __ltsf2 [35]
                0.20    0.00  160324/7371136     __unpack_f [13]
                0.09    0.00   80161/159962      __fpcmp_parts_f [42]
-----------------------------------------------
                0.38    0.00  160178/160178      __floatsisf [26]
[36]     0.8    0.38    0.00  160178         __clzsi2 [36]
-----------------------------------------------
                0.00    0.00      19/40923       ss_planet_render [47]
                0.00    0.00      45/40923       ss_solar_system_iterate [4]
                0.00    0.00     863/40923       ss_orbit_render [24]
                0.01    0.00    1148/40923       ss_orbit_line_clip [59]
                0.17    0.14   38848/40923       acosf [10]
[37]     0.7    0.18    0.15   40923         __gtsf2 [37]
                0.10    0.00   81846/7371136     __unpack_f [13]
                0.05    0.00   40923/159962      __fpcmp_parts_f [42]
-----------------------------------------------
                0.00    0.24       1/1           main [2]
[38]     0.5    0.00    0.24       1         ss_solar_system_init [38]
                0.00    0.24       9/9           ss_orbit_init [39]
                0.00    0.00      10/10          ss_planet_init [91]
                0.00    0.00      10/1298        vecteur3d_init [88]
-----------------------------------------------
                0.00    0.24       9/9           ss_solar_system_init [38]
[39]     0.5    0.00    0.24       9         ss_orbit_init [39]
                0.01    0.11     576/576         cosf [44]
                0.00    0.10     576/39424       sinf [14]
                0.01    0.01    2304/1695137     __mulsf3 [8]
                0.00    0.00     576/161872      __floatsisf [26]
                0.00    0.00     576/1298        vecteur3d_init [88]
-----------------------------------------------
                0.07    0.14   39564/39564       ss_planet_getBall3DIntensity [7]
[40]     0.5    0.07    0.14   39564         __lesf2 [40]
                0.10    0.00   79128/7371136     __unpack_f [13]
                0.04    0.00   38848/159962      __fpcmp_parts_f [42]
-----------------------------------------------
