Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.04     43.15     0.02       10     0.00     0.01  ss_planet_render
  0.04     43.16     0.02                             camera3d_setOrientation
  0.03     43.18     0.01      111     0.00     0.00  vecteur3d_normalize
  0.03     43.19     0.01                             scalbnf
  0.03     43.20     0.01      716     0.00     0.00  matherr
  0.02     43.21     0.01     1738     0.00     0.00  __pack_d
  0.02     43.22     0.01      797     0.00     0.00  __divdf3
  0.02     43.23     0.01        9     0.00     0.11  ss_orbit_render
  0.01     43.23     0.01                             __kernel_rem_pio2f
  0.01     43.24     0.00                             matrice4d_init
  0.01     43.24     0.00      797     0.00     0.00  __truncdfsf2
  0.01     43.24     0.00                             nan
  0.01     43.25     0.00                             __mcount_record
  0.00     43.25     0.00     2535     0.00     0.00  __unpack_d
  0.00     43.25     0.00      869     0.00     0.00  __extendsfdf2
  0.00     43.25     0.00       72     0.00     0.00  __muldf3
  0.00     43.26     0.00     1298     0.00     0.00  vecteur3d_init
  0.00     43.26     0.00       81     0.00     0.00  vecteur3d_length
  0.00     43.26     0.00      582     0.00     0.00  memcpy
  0.00     43.26     0.00      797     0.00     0.00  __make_fp
  0.00     43.26     0.00        1     0.00    41.18  ss_solar_system_iterate
  0.00     43.26     0.00      278     0.00     0.00  ss_orbit_line_clip
  0.00     43.26     0.00       72     0.00     0.00  vecteur3d_sub
  0.00     43.26     0.00        9     0.00     0.00  ss_orbit_draw
  0.00     43.26     0.00        9     0.00     0.04  ss_orbit_init
  0.00     43.27     0.00        6     0.00     0.00  altera_avalon_jtag_uart_write
  0.00     43.27     0.00        1     0.00     0.04  ss_solar_system_calculateSpeedVariations
  0.00     43.27     0.00      716     0.00     0.00  __errno
  0.00     43.27     0.00        1     0.00     0.77  exit
  0.00     43.27     0.00                             printf
  0.00     43.27     0.00                             nios2_pcsample
  0.00     43.27     0.00                             vecteur3d_angle
  0.00     43.27     0.00   154235     0.00     0.00  alt_irq_handler
  0.00     43.27     0.00   154230     0.00     0.00  alt_avalon_timer_sc_irq
  0.00     43.27     0.00   154230     0.00     0.00  alt_tick
  0.00     43.27     0.00      869     0.00     0.00  __make_dp
  0.00     43.27     0.00      616     0.00     0.00  vecteur4d_getVecteur3d
  0.00     43.27     0.00      154     0.00     0.00  altera_avalon_jtag_uart_timeout
  0.00     43.27     0.00       20     0.00     0.00  vecteur3d_add
  0.00     43.27     0.00       20     0.00     0.00  vecteur3d_distance
  0.00     43.27     0.00       10     0.00     0.00  matrice4d_setRotationMatrixXYZ
  0.00     43.27     0.00       10     0.00     0.00  ss_planet_clear
  0.00     43.27     0.00       10     0.00     4.00  ss_planet_draw
  0.00     43.27     0.00       10     0.00     0.00  ss_planet_init
  0.00     43.27     0.00       10     0.00     0.00  ss_planet_swapDisplayBuffer
  0.00     43.27     0.00       10     0.00     0.00  vecteur3d_crossProduct
  0.00     43.27     0.00       10     0.00     0.00  vecteur3d_mul
  0.00     43.27     0.00       10     0.00     0.00  vecteur3d_negate
  0.00     43.27     0.00        9     0.00     0.00  ss_orbit_clear
  0.00     43.27     0.00        9     0.00     0.00  ss_orbit_swapDisplayBuffer
  0.00     43.27     0.00        9     0.00     0.00  ss_planet_updatePos
  0.00     43.27     0.00        9     0.00     0.00  ss_planet_updateSpeed
  0.00     43.27     0.00        6     0.00     0.00  __swrite
  0.00     43.27     0.00        6     0.00     0.00  _write_r
  0.00     43.27     0.00        6     0.00     0.00  alt_release_fd
  0.00     43.27     0.00        6     0.00     0.00  altera_avalon_jtag_uart_irq
  0.00     43.27     0.00        6     0.00     0.00  altera_avalon_jtag_uart_write_fd
  0.00     43.27     0.00        6     0.00     0.00  strlen
  0.00     43.27     0.00        6     0.00     0.00  write
  0.00     43.27     0.00        4     0.00     0.00  __sfp_lock_acquire
  0.00     43.27     0.00        4     0.00     0.00  __sfp_lock_release
  0.00     43.27     0.00        3     0.00     0.00  __sclose
  0.00     43.27     0.00        3     0.00     0.00  __sfvwrite_r
  0.00     43.27     0.00        3     0.00     0.25  _close_r
  0.00     43.27     0.00        3     0.00     0.25  _fclose_r
  0.00     43.27     0.00        3     0.00     0.00  _fflush_r
  0.00     43.27     0.00        3     0.00     0.00  _puts_r
  0.00     43.27     0.00        3     0.00     0.00  alt_find_dev
  0.00     43.27     0.00        3     0.00     0.00  alt_get_fd
  0.00     43.27     0.00        3     0.00     0.00  altera_avalon_jtag_uart_close_fd
  0.00     43.27     0.00        3     0.00     0.25  close
  0.00     43.27     0.00        3     0.00     0.00  fclose
  0.00     43.27     0.00        3     0.00     0.00  memcmp
  0.00     43.27     0.00        3     0.00     0.00  open
  0.00     43.27     0.00        3     0.00     0.00  puts
  0.00     43.27     0.00        3     0.00     0.00  std
  0.00     43.27     0.00        2     0.00     0.00  alt_alarm_start
  0.00     43.27     0.00        2     0.00     0.00  alt_ic_irq_enable
  0.00     43.27     0.00        2     0.00     0.00  alt_ic_isr_register
  0.00     43.27     0.00        2     0.00     0.00  alt_iic_isr_register
  0.00     43.27     0.00        1     0.00     0.00  __call_exitprocs
  0.00     43.27     0.00        1     0.00     0.00  __sinit
  0.00     43.27     0.00        1     0.00     0.00  __smakebuf_r
  0.00     43.27     0.00        1     0.00     0.00  __swsetup_r
  0.00     43.27     0.00        1     0.00     0.00  _cleanup_r
  0.00     43.27     0.00        1     0.00     0.74  _fwalk
  0.00     43.27     0.00        1     0.00     0.00  alt_avalon_timer_sc_init
  0.00     43.27     0.00        1     0.00     0.00  alt_dcache_flush_all
  0.00     43.27     0.00        1     0.00     0.00  alt_dev_llist_insert
  0.00     43.27     0.00        1     0.00     0.00  alt_icache_flush
  0.00     43.27     0.00        1     0.00     0.00  alt_icache_flush_all
  0.00     43.27     0.00        1     0.00     0.00  alt_io_redirect
  0.00     43.27     0.00        1     0.00     0.00  alt_irq_init
  0.00     43.27     0.00        1     0.00     0.00  alt_load
  0.00     43.27     0.00        1     0.00    42.31  alt_main
  0.00     43.27     0.00        1     0.00     0.00  alt_sys_init
  0.00     43.27     0.00        1     0.00     0.00  altera_avalon_jtag_uart_init
  0.00     43.27     0.00        1     0.00     0.00  altera_nios2_qsys_irq_init
  0.00     43.27     0.00        1     0.00     0.00  camera3d_init
  0.00     43.27     0.00        1     0.00    42.31  main
  0.00     43.27     0.00        1     0.00     0.00  matrice4d_setProjectionMatrix
  0.00     43.27     0.00        1     0.00     0.00  matrice4d_setTranslationMatrix
  0.00     43.27     0.00        1     0.00     0.00  memset
  0.00     43.27     0.00        1     0.00     0.32  ss_solar_system_init

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 32 byte(s) for 0.00% of 43.27 seconds

index % time    self  children    called     name
                0.00   42.31       1/1           _start [3]
[1]     97.8    0.00   42.31       1         alt_main [1]
                0.00   42.31       1/1           main [2]
                0.00    0.00       1/1           alt_io_redirect [129]
                0.00    0.00       1/6           alt_release_fd [108]
                0.00    0.00       1/1           alt_sys_init [132]
                0.00    0.00       1/1           alt_dev_llist_insert [126]
                0.00    0.00       1/1           alt_irq_init [130]
-----------------------------------------------
                0.00   42.31       1/1           alt_main [1]
[2]     97.8    0.00   42.31       1         main [2]
                0.00   41.17       1/1           ss_solar_system_iterate [4]
                0.00    0.77       1/1           exit [27]
                0.00    0.32       1/1           ss_solar_system_init [39]
                0.05    0.00       1/1           ecran2d_clear [52]
                0.00    0.00       1/1           camera3d_init [81]
                0.00    0.00       3/3           _puts_r [87]
                0.00    0.00       3/3           puts [118]
-----------------------------------------------
                                                 <spontaneous>
[3]     97.8    0.00   42.31                 _start [3]
                0.00   42.31       1/1           alt_main [1]
                0.00    0.00       1/1           alt_icache_flush [127]
                0.00    0.00       1/1           alt_icache_flush_all [128]
                0.00    0.00       1/1           alt_load [131]
-----------------------------------------------
                0.00   41.17       1/1           main [2]
[4]     95.2    0.00   41.17       1         ss_solar_system_iterate [4]
                0.00   40.04      10/10          ss_planet_draw [5]
                0.01    1.00       9/9           ss_orbit_render [25]
                0.02    0.04      10/10          ss_planet_render [49]
                0.00    0.04       1/1           ss_solar_system_calculateSpeedVariations [53]
                0.00    0.01       9/9           ss_orbit_draw [65]
                0.00    0.01      10/10          ss_planet_clear [67]
                0.00    0.00      10/20          vecteur3d_distance [82]
                0.00    0.00      45/40923       __gtsf2 [37]
                0.00    0.00       9/9           ss_planet_updatePos [94]
                0.00    0.00      10/79340       sqrtf [23]
                0.00    0.00       9/9           ss_planet_updateSpeed [97]
                0.00    0.00      10/10          ss_planet_swapDisplayBuffer [104]
                0.00    0.00       9/9           ss_orbit_swapDisplayBuffer [107]
                0.00    0.00       9/9           ss_orbit_clear [106]
-----------------------------------------------
                0.00   40.04      10/10          ss_solar_system_iterate [4]
[5]     92.5    0.00   40.04      10         ss_planet_draw [5]
                0.22   39.81       9/9           ss_planet_drawBall3D [6]
                0.01    0.00      10/30          __nesf2 [59]
                0.00    0.00      18/42014       __fixsfsi [44]
-----------------------------------------------
                0.22   39.81       9/9           ss_planet_draw [5]
[6]     92.5    0.22   39.81       9         ss_planet_drawBall3D [6]
                0.77   38.99   39564/39564       ss_planet_getBall3DIntensity [7]
                0.06    0.00   39564/45324       ecran2d_setPixel [48]
                0.00    0.00       9/10          vecteur3d_crossProduct [88]
                0.00    0.00       9/10          matrice4d_setRotationMatrixXYZ [103]
-----------------------------------------------
                0.77   38.99   39564/39564       ss_planet_drawBall3D [6]
[7]     91.9    0.77   38.99   39564         ss_planet_getBall3DIntensity [7]
                1.25   11.33   39564/39564       matrice4d_product_v4d [9]
                0.08   12.24   38848/38848       acosf [10]
                0.14    7.41   38848/39424       sinf [14]
                0.36    1.50  158256/161872      __floatsisf [21]
                0.87    0.89  157540/1695137     __mulsf3 [8]
                0.34    0.97   79128/79340       sqrtf [23]
                0.47    0.14   38848/110523      __divsf3 [22]
                0.12    0.20   39564/540366      __subsf3 [16]
                0.06    0.20   39564/1157417     __addsf3 [13]
                0.13    0.02   38848/42014       __fixsfsi [44]
                0.04    0.11   39564/39564       __lesf2 [45]
                0.10    0.00   39564/39564       vecteur4d_init [46]
-----------------------------------------------
                0.00    0.00       1/1695137     matrice4d_setProjectionMatrix [98]
                0.00    0.00      10/1695137     ss_planet_init [92]
                0.00    0.00      18/1695137     ss_planet_updatePos [94]
                0.00    0.00      30/1695137     vecteur3d_mul [93]
                0.00    0.00      60/1695137     ss_planet_render [49]
                0.00    0.00      60/1695137     vecteur3d_distance [82]
                0.00    0.00      60/1695137     vecteur3d_crossProduct [88]
                0.00    0.00     243/1695137     vecteur3d_length [70]
                0.00    0.00     333/1695137     vecteur3d_normalize [58]
                0.00    0.00     405/1695137     ss_solar_system_calculateSpeedVariations [53]
                0.00    0.00     717/1695137     __ieee754_sqrtf [28]
                0.01    0.01    2268/1695137     __ieee754_rem_pio2f [26]
                0.01    0.01    2304/1695137     ss_orbit_render [25]
                0.01    0.01    2304/1695137     ss_orbit_init [40]
                0.04    0.04    7392/1695137     matrice4d_product_v3d [43]
                0.21    0.21   37568/1695137     matrice4d_product_m4d [34]
                0.87    0.89  157540/1695137     ss_planet_getBall3DIntensity [7]
                0.98    1.00  176520/1695137     __kernel_sinf [19]
                1.00    1.01  179450/1695137     __kernel_cosf [18]
                2.74    2.79  494830/1695137     __ieee754_acosf [11]
                3.51    3.57  633024/1695137     matrice4d_product_v4d [9]
[8]     43.8    9.40    9.57 1695137         __mulsf3 [8]
                3.84    0.00 1695137/3666095     __pack_f [12]
                3.64    0.00 1172965/1173253     __muldi3 [17]
                2.10    0.00 3390274/7371127     __unpack_f [15]
-----------------------------------------------
                1.25   11.33   39564/39564       ss_planet_getBall3DIntensity [7]
[9]     29.1    1.25   11.33   39564         matrice4d_product_v4d [9]
                3.51    3.57  633024/1695137     __mulsf3 [8]
                1.00    3.25  633024/1157417     __addsf3 [13]
-----------------------------------------------
                0.08   12.24   38848/38848       ss_planet_getBall3DIntensity [7]
[10]    28.5    0.08   12.24   38848         acosf [10]
                0.96   10.88   38848/38848       __ieee754_acosf [11]
                0.25    0.10   38848/40923       __gtsf2 [37]
                0.03    0.00   38848/39568       fabsf [57]
                0.02    0.00   38848/118188      isnanf [47]
-----------------------------------------------
                0.96   10.88   38848/38848       acosf [10]
[11]    27.3    0.96   10.88   38848         __ieee754_acosf [11]
                2.74    2.79  494830/1695137     __mulsf3 [8]
                0.50    1.61  313758/1157417     __addsf3 [13]
                0.71    1.24  241116/540366      __subsf3 [16]
                0.84    0.24   68756/110523      __divsf3 [22]
                0.20    0.01   30022/109362      __ieee754_sqrtf [28]
-----------------------------------------------
                0.00    0.00     797/3666095     __make_fp [75]
                0.25    0.00  110523/3666095     __divsf3 [22]
                0.37    0.00  161855/3666095     __floatsisf [21]
                1.22    0.00  540366/3666095     __subsf3 [16]
                2.62    0.00 1157417/3666095     __addsf3 [13]
                3.84    0.00 1695137/3666095     __mulsf3 [8]
[12]    19.2    8.30    0.00 3666095         __pack_f [12]
-----------------------------------------------
                0.00    0.00       2/1157417     matrice4d_setProjectionMatrix [98]
                0.00    0.00      18/1157417     ss_planet_updatePos [94]
                0.00    0.00      18/1157417     ss_planet_updateSpeed [97]
                0.00    0.00      20/1157417     ss_planet_render [49]
                0.00    0.00      40/1157417     vecteur3d_distance [82]
                0.00    0.00      60/1157417     vecteur3d_add [90]
                0.00    0.00     144/1157417     ss_solar_system_calculateSpeedVariations [53]
                0.00    0.00     162/1157417     vecteur3d_length [70]
                0.00    0.00     222/1157417     vecteur3d_normalize [58]
                0.00    0.00     717/1157417     __ieee754_sqrtf [28]
                0.00    0.01    1152/1157417     ss_orbit_render [25]
                0.00    0.01    1440/1157417     __ieee754_rem_pio2f [26]
                0.02    0.05    9856/1157417     matrice4d_product_v3d [43]
                0.06    0.19   37568/1157417     matrice4d_product_m4d [34]
                0.06    0.20   39564/1157417     ss_planet_getBall3DIntensity [7]
                0.09    0.28   53835/1157417     __kernel_cosf [18]
                0.10    0.34   65817/1157417     __kernel_sinf [19]
                0.50    1.61  313758/1157417     __ieee754_acosf [11]
                1.00    3.25  633024/1157417     matrice4d_product_v4d [9]
[13]    18.0    1.83    5.94 1157417         __addsf3 [13]
                2.62    0.00 1157417/3666095     __pack_f [12]
                1.89    0.00 1157417/1697783     _fpadd_parts [20]
                1.43    0.00 2314834/7371127     __unpack_f [15]
-----------------------------------------------
                0.00    0.11     576/39424       ss_orbit_init [40]
                0.14    7.41   38848/39424       ss_planet_getBall3DIntensity [7]
[14]    17.7    0.14    7.52   39424         sinf [14]
                0.19    3.27   17666/17954       __kernel_cosf [18]
                0.18    2.92   21758/22046       __kernel_sinf [19]
                0.35    0.62   17882/18386       __ieee754_rem_pio2f [26]
-----------------------------------------------
                0.00    0.00      60/7371127     __nesf2 [59]
                0.00    0.00     869/7371127     __extendsfdf2 [68]
                0.03    0.00   42014/7371127     __fixsfsi [44]
                0.05    0.00   79128/7371127     __lesf2 [45]
                0.05    0.00   81846/7371127     __gtsf2 [37]
                0.10    0.00  160324/7371127     __ltsf2 [38]
                0.14    0.00  221046/7371127     __divsf3 [22]
                0.67    0.00 1080732/7371127     __subsf3 [16]
                1.43    0.00 2314834/7371127     __addsf3 [13]
                2.10    0.00 3390274/7371127     __mulsf3 [8]
[15]    10.5    4.56    0.00 7371127         __unpack_f [15]
-----------------------------------------------
                0.00    0.00       2/540366      matrice4d_setProjectionMatrix [98]
                0.00    0.00      30/540366      vecteur3d_crossProduct [88]
                0.00    0.00      60/540366      ss_planet_render [49]
                0.00    0.00      60/540366      vecteur3d_distance [82]
                0.00    0.00     216/540366      vecteur3d_sub [77]
                0.00    0.00     716/540366      __ieee754_sqrtf [28]
                0.12    0.20   39564/540366      ss_planet_getBall3DIntensity [7]
                0.20    0.34   66825/540366      __kernel_sinf [19]
                0.21    0.38   73128/540366      __ieee754_rem_pio2f [26]
                0.35    0.61  118649/540366      __kernel_cosf [18]
                0.71    1.24  241116/540366      __ieee754_acosf [11]
[16]    10.1    1.58    2.77  540366         __subsf3 [16]
                1.22    0.00  540366/3666095     __pack_f [12]
                0.88    0.00  540366/1697783     _fpadd_parts [20]
                0.67    0.00 1080732/7371127     __unpack_f [15]
-----------------------------------------------
                0.00    0.00     288/1173253     __muldf3 [74]
                3.64    0.00 1172965/1173253     __mulsf3 [8]
[17]     8.4    3.64    0.00 1173253         __muldi3 [17]
-----------------------------------------------
                0.00    0.05     288/17954       cosf [42]
                0.19    3.27   17666/17954       sinf [14]
[18]     8.1    0.19    3.33   17954         __kernel_cosf [18]
                1.00    1.01  179450/1695137     __mulsf3 [8]
                0.35    0.61  118649/540366      __subsf3 [16]
                0.09    0.28   53835/1157417     __addsf3 [13]
                0.00    0.00       9/42014       __fixsfsi [44]
-----------------------------------------------
                0.00    0.04     288/22046       cosf [42]
                0.18    2.92   21758/22046       sinf [14]
[19]     7.2    0.18    2.96   22046         __kernel_sinf [19]
                0.98    1.00  176520/1695137     __mulsf3 [8]
                0.20    0.34   66825/540366      __subsf3 [16]
                0.10    0.34   65817/1157417     __addsf3 [13]
                0.00    0.00     107/42014       __fixsfsi [44]
-----------------------------------------------
                0.88    0.00  540366/1697783     __subsf3 [16]
                1.89    0.00 1157417/1697783     __addsf3 [13]
[20]     6.4    2.77    0.00 1697783         _fpadd_parts [20]
-----------------------------------------------
                0.00    0.00      20/161872      ss_planet_render [49]
                0.00    0.01     576/161872      ss_orbit_init [40]
                0.00    0.01     720/161872      __ieee754_rem_pio2f [26]
                0.00    0.01    1148/161872      ss_orbit_line_clip [56]
                0.00    0.01    1152/161872      ss_orbit_render [25]
                0.36    1.50  158256/161872      ss_planet_getBall3DIntensity [7]
[21]     4.4    0.37    1.54  161872         __floatsisf [21]
                1.17    0.00  160178/160178      __clzsi2 [24]
                0.37    0.00  161855/3666095     __pack_f [12]
-----------------------------------------------
                0.00    0.00       2/110523      matrice4d_setProjectionMatrix [98]
                0.00    0.00      10/110523      ss_planet_render [49]
                0.00    0.00      10/110523      ss_planet_init [92]
                0.00    0.00     333/110523      vecteur3d_normalize [58]
                0.01    0.00     716/110523      __ieee754_sqrtf [28]
                0.02    0.01    1848/110523      vecteur4d_getVecteur3d [54]
                0.47    0.14   38848/110523      ss_planet_getBall3DIntensity [7]
                0.84    0.24   68756/110523      __ieee754_acosf [11]
[22]     4.0    1.35    0.39  110523         __divsf3 [22]
                0.25    0.00  110523/3666095     __pack_f [12]
                0.14    0.00  221046/7371127     __unpack_f [15]
-----------------------------------------------
                0.00    0.00      10/79340       ss_solar_system_iterate [4]
                0.00    0.00      10/79340       ss_planet_render [49]
                0.00    0.00      81/79340       ss_solar_system_calculateSpeedVariations [53]
                0.00    0.00     111/79340       vecteur3d_normalize [58]
                0.34    0.97   79128/79340       ss_planet_getBall3DIntensity [7]
[23]     3.1    0.34    0.98   79340         sqrtf [23]
                0.53    0.02   79340/109362      __ieee754_sqrtf [28]
                0.13    0.21   78623/80162       __ltsf2 [38]
                0.05    0.00   79340/118188      isnanf [47]
                0.01    0.00     716/797         __divdf3 [61]
                0.01    0.00     716/716         matherr [63]
                0.00    0.00     716/797         __truncdfsf2 [66]
                0.00    0.00     716/869         __extendsfdf2 [68]
                0.00    0.00     716/716         __errno [89]
-----------------------------------------------
                1.17    0.00  160178/160178      __floatsisf [21]
[24]     2.7    1.17    0.00  160178         __clzsi2 [24]
-----------------------------------------------
                0.01    1.00       9/9           ss_solar_system_iterate [4]
[25]     2.3    0.01    1.00       9         ss_orbit_render [25]
                0.06    0.66     576/587         matrice4d_product_m4d [34]
                0.02    0.14     576/616         matrice4d_product_v3d [43]
                0.00    0.03     576/616         vecteur4d_getVecteur3d [54]
                0.00    0.03     278/278         ss_orbit_line_clip [56]
                0.01    0.01    2304/1695137     __mulsf3 [8]
                0.00    0.01    1152/161872      __floatsisf [21]
                0.01    0.00    2264/42014       __fixsfsi [44]
                0.01    0.00     863/40923       __gtsf2 [37]
                0.00    0.01    1152/1157417     __addsf3 [13]
                0.00    0.00     576/582         memcpy [80]
                0.00    0.00     576/1298        vecteur3d_init [79]
-----------------------------------------------
                0.01    0.02     504/18386       cosf [42]
                0.35    0.62   17882/18386       sinf [14]
[26]     2.3    0.36    0.64   18386         __ieee754_rem_pio2f [26]
                0.21    0.38   73128/540366      __subsf3 [16]
                0.01    0.01    2268/1695137     __mulsf3 [8]
                0.00    0.01    1440/1157417     __addsf3 [13]
                0.00    0.01     720/161872      __floatsisf [21]
                0.00    0.00     720/42014       __fixsfsi [44]
                0.00    0.00     720/39568       fabsf [57]
-----------------------------------------------
                0.00    0.77       1/1           main [2]
[27]     1.8    0.00    0.77       1         exit [27]
                0.00    0.74       1/1           _fwalk [33]
                0.03    0.00       1/1           _exit [55]
                0.00    0.00       1/1           __call_exitprocs [209]
                0.00    0.00       1/1           _cleanup_r [213]
-----------------------------------------------
                0.20    0.01   30022/109362      __ieee754_acosf [11]
                0.53    0.02   79340/109362      sqrtf [23]
[28]     1.8    0.73    0.03  109362         __ieee754_sqrtf [28]
                0.01    0.00     716/110523      __divsf3 [22]
                0.00    0.00     717/1695137     __mulsf3 [8]
                0.00    0.00     716/540366      __subsf3 [16]
                0.00    0.00     717/1157417     __addsf3 [13]
-----------------------------------------------
                0.74    0.00       3/3           close [30]
[29]     1.7    0.74    0.00       3         altera_avalon_jtag_uart_close [29]
-----------------------------------------------
                0.00    0.74       3/3           _close_r [31]
[30]     1.7    0.00    0.74       3         close [30]
                0.74    0.00       3/3           altera_avalon_jtag_uart_close [29]
                0.00    0.00       3/6           alt_release_fd [108]
                0.00    0.00       3/3           altera_avalon_jtag_uart_close_fd [114]
-----------------------------------------------
                0.00    0.74       3/3           _fclose_r [32]
[31]     1.7    0.00    0.74       3         _close_r [31]
                0.00    0.74       3/3           close [30]
-----------------------------------------------
                0.00    0.74       3/3           _fwalk [33]
[32]     1.7    0.00    0.74       3         _fclose_r [32]
                0.00    0.74       3/3           _close_r [31]
                0.00    0.00       3/3           __sclose [207]
                0.00    0.00       3/3           _fflush_r [208]
                0.00    0.00       3/4           __sfp_lock_acquire [205]
                0.00    0.00       3/4           __sfp_lock_release [206]
-----------------------------------------------
                0.00    0.74       1/1           exit [27]
[33]     1.7    0.00    0.74       1         _fwalk [33]
                0.00    0.74       3/3           _fclose_r [32]
                0.00    0.00       3/3           fclose [115]
                0.00    0.00       1/4           __sfp_lock_acquire [205]
                0.00    0.00       1/4           __sfp_lock_release [206]
-----------------------------------------------
                0.00    0.00       1/587         camera3d_init [81]
                0.00    0.01      10/587         ss_planet_render [49]
                0.06    0.66     576/587         ss_orbit_render [25]
[34]     1.7    0.06    0.67     587         matrice4d_product_m4d [34]
                0.21    0.21   37568/1695137     __mulsf3 [8]
                0.06    0.19   37568/1157417     __addsf3 [13]
-----------------------------------------------
                                                 <spontaneous>
[35]     1.0    0.43    0.00                 __malloc_unlock [35]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.9    0.38    0.00                 read [36]
-----------------------------------------------
                0.00    0.00      19/40923       ss_planet_render [49]
                0.00    0.00      45/40923       ss_solar_system_iterate [4]
                0.01    0.00     863/40923       ss_orbit_render [25]
                0.01    0.00    1148/40923       ss_orbit_line_clip [56]
                0.25    0.10   38848/40923       acosf [10]
[37]     0.9    0.26    0.11   40923         __gtsf2 [37]
                0.06    0.00   40923/159962      __fpcmp_parts_f [41]
                0.05    0.00   81846/7371127     __unpack_f [15]
-----------------------------------------------
                0.00    0.00     616/80162       vecteur4d_getVecteur3d [54]
                0.00    0.00     923/80162       ss_orbit_line_clip [56]
                0.13    0.21   78623/80162       sqrtf [23]
[38]     0.8    0.13    0.22   80162         __ltsf2 [38]
                0.12    0.00   80161/159962      __fpcmp_parts_f [41]
                0.10    0.00  160324/7371127     __unpack_f [15]
-----------------------------------------------
                0.00    0.32       1/1           main [2]
[39]     0.7    0.00    0.32       1         ss_solar_system_init [39]
                0.00    0.32       9/9           ss_orbit_init [40]
                0.00    0.00      10/10          ss_planet_init [92]
                0.00    0.00      10/1298        vecteur3d_init [79]
-----------------------------------------------
                0.00    0.32       9/9           ss_solar_system_init [39]
[40]     0.7    0.00    0.32       9         ss_orbit_init [40]
                0.05    0.12     576/576         cosf [42]
                0.00    0.11     576/39424       sinf [14]
                0.01    0.01    2304/1695137     __mulsf3 [8]
                0.00    0.01     576/161872      __floatsisf [21]
                0.00    0.00     576/1298        vecteur3d_init [79]
-----------------------------------------------
                0.00    0.00      30/159962      __nesf2 [59]
