Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.98    8.14   39564/39564       matrice4d_product_v4d [7]
                0.31    0.51  136326/833693      __mulsf3 [9]
                0.14    0.52   39564/39776       sqrtf [15]
                0.17    0.40  138474/142090      __floatsisf [17]
                0.44    0.12   38848/41848       __divsf3 [16]
                0.07    0.46   77696/764825      __addsf3 [8]
                0.15    0.23   39564/50404       __subsf3 [20]
                0.24    0.06   77696/80764       __fixsfsi [21]
                0.05    0.14   39564/39564       __lesf2 [28]
                0.07    0.00   39564/45324       ecran2d_setPixel [41]
                0.01    0.00   39564/39564       vecteur4d_init [58]
                0.00    0.00       9/10          vecteur3d_crossProduct [74]
                0.00    0.00       9/10          matrice4d_setRotationMatrixXYZ [96]
-----------------------------------------------
                0.98    8.14   39564/39564       ss_planet_drawBall3D [6]
[7]     52.4    0.98    8.14   39564         matrice4d_product_v4d [7]
                0.58    3.74  633024/764825      __addsf3 [8]
                1.45    2.37  633024/833693      __mulsf3 [9]
-----------------------------------------------
                0.00    0.00       1/764825      __ieee754_sqrtf [24]
                0.00    0.00       2/764825      matrice4d_setProjectionMatrix [87]
                0.00    0.00      18/764825      ss_planet_updatePos [84]
                0.00    0.00      18/764825      ss_planet_updateSpeed [80]
                0.00    0.00      20/764825      ss_planet_render [48]
                0.00    0.00      40/764825      vecteur3d_distance [78]
                0.00    0.00      60/764825      vecteur3d_add [77]
                0.00    0.00     144/764825      ss_solar_system_calculateSpeedVariations [51]
                0.00    0.00     162/764825      vecteur3d_length [71]
                0.00    0.00     222/764825      vecteur3d_normalize [56]
                0.00    0.01    1152/764825      ss_orbit_render [14]
                0.00    0.01    1440/764825      __ieee754_rem_pio2f [42]
                0.00    0.01    1701/764825      __kernel_sinf [43]
                0.00    0.01    1701/764825      __kernel_cosf [40]
                0.01    0.06    9856/764825      matrice4d_product_v3d [37]
                0.03    0.22   37568/764825      matrice4d_product_m4d [19]
                0.07    0.46   77696/764825      ss_planet_drawBall3D [6]
                0.58    3.74  633024/764825      matrice4d_product_v4d [7]
[8]     30.0    0.70    4.52  764825         __addsf3 [8]
                2.19    0.00  764825/815229      _fpadd_parts [12]
                1.21    0.00  764825/1833559     __pack_f [10]
                1.11    0.00 1529650/3628986     __unpack_f [11]
-----------------------------------------------
                0.00    0.00       1/833693      __ieee754_sqrtf [24]
                0.00    0.00       1/833693      matrice4d_setProjectionMatrix [87]
                0.00    0.00      10/833693      ss_planet_init [83]
                0.00    0.00      18/833693      ss_planet_updatePos [84]
                0.00    0.00      30/833693      vecteur3d_mul [85]
                0.00    0.00      60/833693      ss_planet_render [48]
                0.00    0.00      60/833693      vecteur3d_distance [78]
                0.00    0.00      60/833693      vecteur3d_crossProduct [74]
                0.00    0.00     243/833693      vecteur3d_length [71]
                0.00    0.00     333/833693      vecteur3d_normalize [56]
                0.00    0.00     477/833693      ss_solar_system_calculateSpeedVariations [51]
                0.01    0.01    2268/833693      __ieee754_rem_pio2f [42]
                0.01    0.01    2304/833693      ss_orbit_render [14]
                0.01    0.01    2304/833693      ss_orbit_init [23]
                0.01    0.02    5544/833693      __kernel_sinf [43]
                0.01    0.02    5670/833693      __kernel_cosf [40]
                0.02    0.03    7392/833693      matrice4d_product_v3d [37]
                0.09    0.14   37568/833693      matrice4d_product_m4d [19]
                0.31    0.51  136326/833693      ss_planet_drawBall3D [6]
                1.45    2.37  633024/833693      matrice4d_product_v4d [7]
[9]     28.9    1.91    3.12  833693         __mulsf3 [9]
                1.32    0.00  833693/1833559     __pack_f [10]
                1.21    0.00 1667386/3628986     __unpack_f [11]
                0.58    0.00  313751/313751      __muldi3 [18]
-----------------------------------------------
                0.00    0.00     716/1833559     __make_fp [73]
                0.07    0.00   41848/1833559     __divsf3 [16]
                0.08    0.00   50404/1833559     __subsf3 [20]
                0.23    0.00  142073/1833559     __floatsisf [17]
                1.21    0.00  764825/1833559     __addsf3 [8]
                1.32    0.00  833693/1833559     __mulsf3 [9]
[10]    16.7    2.91    0.00 1833559         __pack_f [10]
-----------------------------------------------
                0.00    0.00      60/3628986     __nesf2 [86]
                0.00    0.00     716/3628986     __extendsfdf2 [57]
                0.00    0.00    4150/3628986     __gtsf2 [50]
                0.06    0.00   79128/3628986     __lesf2 [28]
                0.06    0.00   80764/3628986     __fixsfsi [21]
                0.06    0.00   82628/3628986     __ltsf2 [26]
                0.06    0.00   83696/3628986     __divsf3 [16]
                0.07    0.00  100808/3628986     __subsf3 [20]
                1.11    0.00 1529650/3628986     __addsf3 [8]
                1.21    0.00 1667386/3628986     __mulsf3 [9]
[11]    15.2    2.64    0.00 3628986         __unpack_f [11]
-----------------------------------------------
                0.14    0.00   50404/815229      __subsf3 [20]
                2.19    0.00  764825/815229      __addsf3 [8]
[12]    13.4    2.34    0.00  815229         _fpadd_parts [12]
-----------------------------------------------
                                                 <spontaneous>
[13]    11.4    1.99    0.00                 read [13]
-----------------------------------------------
                0.00    0.74       9/9           ss_solar_system_iterate [4]
[14]     4.3    0.00    0.74       9         ss_orbit_render [14]
                0.05    0.47     576/587         matrice4d_product_m4d [19]
                0.01    0.10     576/616         matrice4d_product_v3d [37]
                0.00    0.03     576/616         vecteur4d_getVecteur3d [46]
                0.00    0.02     278/278         ss_orbit_line_clip [49]
                0.01    0.01    2304/833693      __mulsf3 [9]
                0.01    0.00    2264/80764       __fixsfsi [21]
                0.01    0.00     863/2075        __gtsf2 [50]
                0.00    0.01    1152/764825      __addsf3 [8]
                0.00    0.00    1152/142090      __floatsisf [17]
                0.00    0.00     576/582         memcpy [81]
                0.00    0.00     576/1298        vecteur3d_init [76]
-----------------------------------------------
                0.00    0.00      10/39776       ss_solar_system_iterate [4]
                0.00    0.00      10/39776       ss_planet_render [48]
                0.00    0.00      81/39776       ss_solar_system_calculateSpeedVariations [51]
                0.00    0.00     111/39776       vecteur3d_normalize [56]
                0.14    0.52   39564/39776       ss_planet_drawBall3D [6]
[15]     3.8    0.14    0.52   39776         sqrtf [15]
                0.24    0.02   39776/39776       __ieee754_sqrtf [24]
                0.05    0.14   39775/41314       __ltsf2 [26]
                0.05    0.00   39776/39776       isnanf [45]
                0.01    0.00     716/716         __truncdfsf2 [54]
                0.00    0.00     716/716         __extendsfdf2 [57]
                0.00    0.00     716/716         __divdf3 [69]
                0.00    0.00     716/716         matherr [95]
                0.00    0.00     716/716         __errno [199]
-----------------------------------------------
                0.00    0.00       2/41848       matrice4d_setProjectionMatrix [87]
                0.00    0.00      10/41848       ss_planet_render [48]
                0.00    0.00      10/41848       ss_planet_init [83]
                0.00    0.00      81/41848       ss_solar_system_calculateSpeedVariations [51]
                0.00    0.00     333/41848       vecteur3d_normalize [56]
                0.01    0.00     716/41848       __ieee754_sqrtf [24]
                0.02    0.01    1848/41848       vecteur4d_getVecteur3d [46]
                0.44    0.12   38848/41848       ss_planet_drawBall3D [6]
[16]     3.5    0.48    0.13   41848         __divsf3 [16]
                0.07    0.00   41848/1833559     __pack_f [10]
                0.06    0.00   83696/3628986     __unpack_f [11]
-----------------------------------------------
                0.00    0.00      20/142090      ss_planet_render [48]
                0.00    0.00     576/142090      ss_orbit_init [23]
                0.00    0.00     720/142090      __ieee754_rem_pio2f [42]
                0.00    0.00    1148/142090      ss_orbit_line_clip [49]
                0.00    0.00    1152/142090      ss_orbit_render [14]
                0.17    0.40  138474/142090      ss_planet_drawBall3D [6]
[17]     3.4    0.18    0.41  142090         __floatsisf [17]
                0.23    0.00  142073/1833559     __pack_f [10]
                0.18    0.00  140742/140742      __clzsi2 [29]
-----------------------------------------------
                0.58    0.00  313751/313751      __mulsf3 [9]
[18]     3.4    0.58    0.00  313751         __muldi3 [18]
-----------------------------------------------
                0.00    0.00       1/587         camera3d_init [79]
                0.00    0.01      10/587         ss_planet_render [48]
                0.05    0.47     576/587         ss_orbit_render [14]
[19]     3.1    0.05    0.48     587         matrice4d_product_m4d [19]
                0.03    0.22   37568/764825      __addsf3 [8]
                0.09    0.14   37568/833693      __mulsf3 [9]
-----------------------------------------------
                0.00    0.00       2/50404       matrice4d_setProjectionMatrix [87]
                0.00    0.00      30/50404       vecteur3d_crossProduct [74]
                0.00    0.00      60/50404       ss_planet_render [48]
                0.00    0.00      60/50404       vecteur3d_distance [78]
                0.00    0.00     216/50404       vecteur3d_sub [72]
                0.00    0.00     716/50404       __ieee754_sqrtf [24]
                0.01    0.02    2709/50404       __kernel_sinf [43]
                0.01    0.02    3447/50404       __kernel_cosf [40]
                0.01    0.02    3600/50404       __ieee754_rem_pio2f [42]
                0.15    0.23   39564/50404       ss_planet_drawBall3D [6]
[20]     2.8    0.19    0.30   50404         __subsf3 [20]
                0.14    0.00   50404/815229      _fpadd_parts [12]
                0.08    0.00   50404/1833559     __pack_f [10]
                0.07    0.00  100808/3628986     __unpack_f [11]
-----------------------------------------------
                0.00    0.00       9/80764       __kernel_sinf [43]
                0.00    0.00       9/80764       __kernel_cosf [40]
                0.00    0.00      18/80764       ss_planet_draw [5]
                0.00    0.00      18/80764       ss_orbit_line_clip [49]
                0.00    0.00      30/80764       ss_planet_render [48]
                0.00    0.00     720/80764       __ieee754_rem_pio2f [42]
                0.01    0.00    2264/80764       ss_orbit_render [14]
                0.24    0.06   77696/80764       ss_planet_drawBall3D [6]
[21]     1.8    0.25    0.06   80764         __fixsfsi [21]
                0.06    0.00   80764/3628986     __unpack_f [11]
-----------------------------------------------
                0.00    0.26       1/1           main [2]
[22]     1.5    0.00    0.26       1         ss_solar_system_init [22]
                0.00    0.26       9/9           ss_orbit_init [23]
                0.00    0.00      10/10          ss_planet_init [83]
                0.00    0.00      10/1298        vecteur3d_init [76]
-----------------------------------------------
                0.00    0.26       9/9           ss_solar_system_init [22]
[23]     1.5    0.00    0.26       9         ss_orbit_init [23]
                0.00    0.12     576/576         sinf [38]
                0.00    0.12     576/576         cosf [39]
                0.01    0.01    2304/833693      __mulsf3 [9]
                0.00    0.00     576/142090      __floatsisf [17]
                0.00    0.00     576/1298        vecteur3d_init [76]
-----------------------------------------------
                0.24    0.02   39776/39776       sqrtf [15]
[24]     1.5    0.24    0.02   39776         __ieee754_sqrtf [24]
                0.01    0.00     716/41848       __divsf3 [16]
                0.00    0.00     716/50404       __subsf3 [20]
                0.00    0.00       1/764825      __addsf3 [8]
                0.00    0.00       1/833693      __mulsf3 [9]
-----------------------------------------------
                                                 <spontaneous>
[25]     1.3    0.22    0.00                 copysignf [25]
-----------------------------------------------
                0.00    0.00     616/41314       vecteur4d_getVecteur3d [46]
                0.00    0.00     923/41314       ss_orbit_line_clip [49]
                0.05    0.14   39775/41314       sqrtf [15]
[26]     1.2    0.06    0.15   41314         __ltsf2 [26]
                0.09    0.00   41313/82266       __fpcmp_parts_f [30]
                0.06    0.00   82628/3628986     __unpack_f [11]
-----------------------------------------------
                0.00    0.20       1/1           main [2]
[27]     1.1    0.00    0.20       1         exit [27]
                0.00    0.17       1/1           _fwalk [35]
                0.03    0.00       1/1           _exit [47]
                0.00    0.00       1/1           __call_exitprocs [205]
                0.00    0.00       1/1           _cleanup_r [209]
-----------------------------------------------
                0.05    0.14   39564/39564       ss_planet_drawBall3D [6]
[28]     1.1    0.05    0.14   39564         __lesf2 [28]
                0.08    0.00   38848/82266       __fpcmp_parts_f [30]
                0.06    0.00   79128/3628986     __unpack_f [11]
-----------------------------------------------
                0.18    0.00  140742/140742      __floatsisf [17]
[29]     1.0    0.18    0.00  140742         __clzsi2 [29]
-----------------------------------------------
                0.00    0.00      30/82266       __nesf2 [86]
                0.00    0.00    2075/82266       __gtsf2 [50]
                0.08    0.00   38848/82266       __lesf2 [28]
                0.09    0.00   41313/82266       __ltsf2 [26]
[30]     1.0    0.17    0.00   82266         __fpcmp_parts_f [30]
-----------------------------------------------
                0.17    0.00       3/3           close [32]
[31]     1.0    0.17    0.00       3         altera_avalon_jtag_uart_close [31]
-----------------------------------------------
                0.00    0.17       3/3           _close_r [33]
[32]     1.0    0.00    0.17       3         close [32]
                0.17    0.00       3/3           altera_avalon_jtag_uart_close [31]
                0.00    0.00       3/3           altera_avalon_jtag_uart_close_fd [107]
                0.00    0.00       3/6           alt_release_fd [101]
-----------------------------------------------
                0.00    0.17       3/3           _fclose_r [34]
[33]     1.0    0.00    0.17       3         _close_r [33]
                0.00    0.17       3/3           close [32]
-----------------------------------------------
                0.00    0.17       3/3           _fwalk [35]
[34]     1.0    0.00    0.17       3         _fclose_r [34]
                0.00    0.17       3/3           _close_r [33]
                0.00    0.00       3/3           __sclose [203]
                0.00    0.00       3/3           _fflush_r [204]
                0.00    0.00       3/4           __sfp_lock_acquire [201]
                0.00    0.00       3/4           __sfp_lock_release [202]
-----------------------------------------------
                0.00    0.17       1/1           exit [27]
[35]     1.0    0.00    0.17       1         _fwalk [35]
                0.00    0.17       3/3           _fclose_r [34]
                0.00    0.00       3/3           fclose [108]
                0.00    0.00       1/4           __sfp_lock_acquire [201]
                0.00    0.00       1/4           __sfp_lock_release [202]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.8    0.15    0.00                 __malloc_unlock [36]
-----------------------------------------------
                0.00    0.01      40/616         ss_planet_render [48]
                0.01    0.10     576/616         ss_orbit_render [14]
[37]     0.7    0.01    0.11     616         matrice4d_product_v3d [37]
                0.01    0.06    9856/764825      __addsf3 [8]
                0.02    0.03    7392/833693      __mulsf3 [9]
-----------------------------------------------
                0.00    0.12     576/576         ss_orbit_init [23]
[38]     0.7    0.00    0.12     576         sinf [38]
                0.00    0.04     288/576         __kernel_cosf [40]
                0.01    0.03     504/1008        __ieee754_rem_pio2f [42]
                0.00    0.04     288/576         __kernel_sinf [43]
-----------------------------------------------
                0.00    0.12     576/576         ss_orbit_init [23]
[39]     0.7    0.00    0.12     576         cosf [39]
                0.00    0.04     288/576         __kernel_cosf [40]
                0.01    0.03     504/1008        __ieee754_rem_pio2f [42]
                0.00    0.04     288/576         __kernel_sinf [43]
-----------------------------------------------
                0.00    0.04     288/576         cosf [39]
                0.00    0.04     288/576         sinf [38]
[40]     0.5    0.01    0.08     576         __kernel_cosf [40]
                0.01    0.02    5670/833693      __mulsf3 [9]
                0.01    0.02    3447/50404       __subsf3 [20]
                0.00    0.01    1701/764825      __addsf3 [8]
                0.00    0.00       9/80764       __fixsfsi [21]
-----------------------------------------------
                0.01    0.00    5760/45324       ss_orbit_draw [55]
                0.07    0.00   39564/45324       ss_planet_drawBall3D [6]
[41]     0.4    0.08    0.00   45324         ecran2d_setPixel [41]
-----------------------------------------------
                0.01    0.03     504/1008        sinf [38]
                0.01    0.03     504/1008        cosf [39]
[42]     0.4    0.01    0.06    1008         __ieee754_rem_pio2f [42]
                0.01    0.02    3600/50404       __subsf3 [20]
                0.01    0.01    2268/833693      __mulsf3 [9]
                0.00    0.01    1440/764825      __addsf3 [8]
                0.00    0.00     720/142090      __floatsisf [17]
                0.00    0.00     720/80764       __fixsfsi [21]
                0.00    0.00     720/720         fabsf [94]
-----------------------------------------------
                0.00    0.04     288/576         sinf [38]
                0.00    0.04     288/576         cosf [39]
[43]     0.4    0.00    0.07     576         __kernel_sinf [43]
                0.01    0.02    5544/833693      __mulsf3 [9]
                0.01    0.02    2709/50404       __subsf3 [20]
                0.00    0.01    1701/764825      __addsf3 [8]
                0.00    0.00       9/80764       __fixsfsi [21]
-----------------------------------------------
                0.05    0.00       1/1           main [2]
[44]     0.3    0.05    0.00       1         ecran2d_clear [44]
-----------------------------------------------
                0.05    0.00   39776/39776       sqrtf [15]
[45]     0.3    0.05    0.00   39776         isnanf [45]
-----------------------------------------------
                0.00    0.00      40/616         ss_planet_render [48]
                0.00    0.03     576/616         ss_orbit_render [14]
[46]     0.2    0.00    0.03     616         vecteur4d_getVecteur3d [46]
                0.02    0.01    1848/41848       __divsf3 [16]
