Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       9/10          vecteur3d_crossProduct [92]
                0.00    0.00       9/10          matrice4d_setRotationMatrixXYZ [108]
-----------------------------------------------
                0.75   37.46   39564/39564       ss_planet_drawBall3D [6]
[7]     88.9    0.75   37.46   39564         ss_planet_getBall3DIntensity [7]
                0.10   12.44   38848/38848       acosf [9]
                1.05   10.89   39564/39564       matrice4d_product_v4d [10]
                0.05    7.08   38848/39424       sinf [14]
                0.79    0.87  157540/1694551     __mulsf3 [8]
                0.11    1.15  158256/161872      __floatsisf [23]
                0.38    0.83   79128/79340       sqrtf [24]
                0.60    0.14   38848/110513      __divsf3 [21]
                0.13    0.21   39564/540366      __subsf3 [16]
                0.06    0.21   39564/1157417     __addsf3 [13]
                0.05    0.12   39564/39564       __lesf2 [42]
                0.07    0.03   38848/42014       __fixsfsi [45]
                0.08    0.00   39564/39564       vecteur4d_init [46]
-----------------------------------------------
                0.00    0.00       1/1694551     matrice4d_setProjectionMatrix [102]
                0.00    0.00      18/1694551     ss_planet_updatePos [100]
                0.00    0.00      30/1694551     vecteur3d_mul [99]
                0.00    0.00      60/1694551     ss_planet_render [50]
                0.00    0.00      60/1694551     vecteur3d_distance [87]
                0.00    0.00      60/1694551     vecteur3d_crossProduct [92]
                0.00    0.00     243/1694551     vecteur3d_length [81]
                0.00    0.00     333/1694551     vecteur3d_normalize [60]
                0.00    0.00     405/1694551     ss_solar_system_calculateSpeedVariations [54]
                0.00    0.00     717/1694551     __ieee754_sqrtf [36]
                0.01    0.01    1728/1694551     ss_orbit_init [40]
                0.01    0.01    2268/1694551     __ieee754_rem_pio2f [26]
                0.01    0.01    2304/1694551     ss_orbit_render [25]
                0.04    0.04    7392/1694551     matrice4d_product_v3d [43]
                0.19    0.21   37568/1694551     matrice4d_product_m4d [28]
                0.79    0.87  157540/1694551     ss_planet_getBall3DIntensity [7]
                0.89    0.98  176520/1694551     __kernel_sinf [19]
                0.90    1.00  179450/1694551     __kernel_cosf [17]
                2.49    2.75  494830/1694551     __ieee754_acosf [11]
                3.18    3.51  633024/1694551     matrice4d_product_v4d [10]
[8]     41.7    8.52    9.41 1694551         __mulsf3 [8]
                3.70    0.00 1694551/3666085     __pack_f [12]
                3.13    0.00 1172389/1174981     __muldi3 [18]
                2.57    0.00 3389102/7370531     __unpack_f [15]
-----------------------------------------------
                0.10   12.44   38848/38848       ss_planet_getBall3DIntensity [7]
[9]     29.2    0.10   12.44   38848         acosf [9]
                1.02   10.85   38848/38848       __ieee754_acosf [11]
                0.42    0.12   38848/40923       __gtsf2 [35]
                0.02    0.00   38848/118188      isnanf [47]
                0.01    0.00   38848/39568       fabsf [64]
-----------------------------------------------
                1.05   10.89   39564/39564       ss_planet_getBall3DIntensity [7]
[10]    27.8    1.05   10.89   39564         matrice4d_product_v4d [10]
                3.18    3.51  633024/1694551     __mulsf3 [8]
                0.88    3.31  633024/1157417     __addsf3 [13]
-----------------------------------------------
                1.02   10.85   38848/38848       acosf [9]
[11]    27.6    1.02   10.85   38848         __ieee754_acosf [11]
                2.49    2.75  494830/1694551     __mulsf3 [8]
                0.44    1.64  313758/1157417     __addsf3 [13]
                0.80    1.26  241116/540366      __subsf3 [16]
                1.06    0.25   68756/110513      __divsf3 [21]
                0.15    0.01   30022/109362      __ieee754_sqrtf [36]
-----------------------------------------------
                0.00    0.00    1383/3666085     __make_fp [78]
                0.24    0.00  110513/3666085     __divsf3 [21]
                0.35    0.00  161855/3666085     __floatsisf [23]
                1.18    0.00  540366/3666085     __subsf3 [16]
                2.53    0.00 1157417/3666085     __addsf3 [13]
                3.70    0.00 1694551/3666085     __mulsf3 [8]
[12]    18.6    8.01    0.00 3666085         __pack_f [12]
-----------------------------------------------
                0.00    0.00       2/1157417     matrice4d_setProjectionMatrix [102]
                0.00    0.00      18/1157417     ss_planet_updatePos [100]
                0.00    0.00      18/1157417     ss_planet_updateSpeed [101]
                0.00    0.00      20/1157417     ss_planet_render [50]
                0.00    0.00      40/1157417     vecteur3d_distance [87]
                0.00    0.00      60/1157417     vecteur3d_add [98]
                0.00    0.00     144/1157417     ss_solar_system_calculateSpeedVariations [54]
                0.00    0.00     162/1157417     vecteur3d_length [81]
                0.00    0.00     222/1157417     vecteur3d_normalize [60]
                0.00    0.00     717/1157417     __ieee754_sqrtf [36]
                0.00    0.01    1152/1157417     ss_orbit_render [25]
                0.00    0.01    1440/1157417     __ieee754_rem_pio2f [26]
                0.01    0.05    9856/1157417     matrice4d_product_v3d [43]
                0.05    0.20   37568/1157417     matrice4d_product_m4d [28]
                0.06    0.21   39564/1157417     ss_planet_getBall3DIntensity [7]
                0.07    0.28   53835/1157417     __kernel_cosf [17]
                0.09    0.34   65817/1157417     __kernel_sinf [19]
                0.44    1.64  313758/1157417     __ieee754_acosf [11]
                0.88    3.31  633024/1157417     matrice4d_product_v4d [10]
[13]    17.8    1.61    6.05 1157417         __addsf3 [13]
                2.53    0.00 1157417/3666085     __pack_f [12]
                1.77    0.00 1157417/1697783     _fpadd_parts [20]
                1.76    0.00 2314834/7370531     __unpack_f [15]
-----------------------------------------------
                0.00    0.11     576/39424       ss_orbit_init [40]
                0.05    7.08   38848/39424       ss_planet_getBall3DIntensity [7]
[14]    16.9    0.05    7.19   39424         sinf [14]
                0.18    3.22   17666/17954       __kernel_cosf [17]
                0.13    2.84   21758/22046       __kernel_sinf [19]
                0.18    0.65   17882/18386       __ieee754_rem_pio2f [26]
-----------------------------------------------
                0.00    0.00      60/7370531     __nesf2 [68]
                0.00    0.00    1465/7370531     __extendsfdf2 [62]
                0.03    0.00   42014/7370531     __fixsfsi [45]
                0.06    0.00   79128/7370531     __lesf2 [42]
                0.06    0.00   81846/7370531     __gtsf2 [35]
                0.12    0.00  160324/7370531     __ltsf2 [38]
                0.17    0.00  221026/7370531     __divsf3 [21]
                0.82    0.00 1080732/7370531     __subsf3 [16]
                1.76    0.00 2314834/7370531     __addsf3 [13]
                2.57    0.00 3389102/7370531     __mulsf3 [8]
[15]    13.0    5.59    0.00 7370531         __unpack_f [15]
-----------------------------------------------
                0.00    0.00       2/540366      matrice4d_setProjectionMatrix [102]
                0.00    0.00      30/540366      vecteur3d_crossProduct [92]
                0.00    0.00      60/540366      ss_planet_render [50]
                0.00    0.00      60/540366      vecteur3d_distance [87]
                0.00    0.00     216/540366      vecteur3d_sub [85]
                0.00    0.00     716/540366      __ieee754_sqrtf [36]
                0.13    0.21   39564/540366      ss_planet_getBall3DIntensity [7]
                0.22    0.35   66825/540366      __kernel_sinf [19]
                0.24    0.38   73128/540366      __ieee754_rem_pio2f [26]
                0.40    0.62  118649/540366      __kernel_cosf [17]
                0.80    1.26  241116/540366      __ieee754_acosf [11]
[16]    10.8    1.80    2.83  540366         __subsf3 [16]
                1.18    0.00  540366/3666085     __pack_f [12]
                0.83    0.00  540366/1697783     _fpadd_parts [20]
                0.82    0.00 1080732/7370531     __unpack_f [15]
-----------------------------------------------
                0.00    0.05     288/17954       cosf [44]
                0.18    3.22   17666/17954       sinf [14]
[17]     8.0    0.18    3.27   17954         __kernel_cosf [17]
                0.90    1.00  179450/1694551     __mulsf3 [8]
                0.40    0.62  118649/540366      __subsf3 [16]
                0.07    0.28   53835/1157417     __addsf3 [13]
                0.00    0.00       9/42014       __fixsfsi [45]
-----------------------------------------------
                0.01    0.00    2592/1174981     __muldf3 [57]
                3.13    0.00 1172389/1174981     __mulsf3 [8]
[18]     7.3    3.14    0.00 1174981         __muldi3 [18]
-----------------------------------------------
                0.00    0.04     288/22046       cosf [44]
                0.13    2.84   21758/22046       sinf [14]
[19]     7.0    0.13    2.88   22046         __kernel_sinf [19]
                0.89    0.98  176520/1694551     __mulsf3 [8]
                0.22    0.35   66825/540366      __subsf3 [16]
                0.09    0.34   65817/1157417     __addsf3 [13]
                0.00    0.00     107/42014       __fixsfsi [45]
-----------------------------------------------
                0.83    0.00  540366/1697783     __subsf3 [16]
                1.77    0.00 1157417/1697783     __addsf3 [13]
[20]     6.0    2.60    0.00 1697783         _fpadd_parts [20]
-----------------------------------------------
                0.00    0.00       2/110513      matrice4d_setProjectionMatrix [102]
                0.00    0.00      10/110513      ss_planet_render [50]
                0.01    0.00     333/110513      vecteur3d_normalize [60]
                0.01    0.00     716/110513      __ieee754_sqrtf [36]
                0.03    0.01    1848/110513      vecteur4d_getVecteur3d [52]
                0.60    0.14   38848/110513      ss_planet_getBall3DIntensity [7]
                1.06    0.25   68756/110513      __ieee754_acosf [11]
[21]     4.9    1.71    0.41  110513         __divsf3 [21]
                0.24    0.00  110513/3666085     __pack_f [12]
                0.17    0.00  221026/7370531     __unpack_f [15]
-----------------------------------------------
                                                 <spontaneous>
[22]     4.4    1.89    0.00                 read [22]
-----------------------------------------------
                0.00    0.00      20/161872      ss_planet_render [50]
                0.00    0.00     576/161872      ss_orbit_init [40]
                0.00    0.01     720/161872      __ieee754_rem_pio2f [26]
                0.00    0.01    1148/161872      ss_orbit_line_clip [56]
                0.00    0.01    1152/161872      ss_orbit_render [25]
                0.11    1.15  158256/161872      ss_planet_getBall3DIntensity [7]
[23]     3.0    0.11    1.18  161872         __floatsisf [23]
                0.83    0.00  160178/160178      __clzsi2 [27]
                0.35    0.00  161855/3666085     __pack_f [12]
-----------------------------------------------
                0.00    0.00      10/79340       ss_solar_system_iterate [4]
                0.00    0.00      10/79340       ss_planet_render [50]
                0.00    0.00      81/79340       ss_solar_system_calculateSpeedVariations [54]
                0.00    0.00     111/79340       vecteur3d_normalize [60]
                0.38    0.83   79128/79340       ss_planet_getBall3DIntensity [7]
[24]     2.8    0.38    0.83   79340         sqrtf [24]
                0.38    0.02   79340/109362      __ieee754_sqrtf [36]
                0.08    0.25   78623/80162       __ltsf2 [38]
                0.04    0.00   79340/118188      isnanf [47]
                0.02    0.00     716/1383        __truncdfsf2 [49]
                0.01    0.01     716/807         __divdf3 [61]
                0.00    0.01     716/1465        __extendsfdf2 [62]
                0.00    0.00     716/716         matherr [83]
                0.00    0.00     716/716         __errno [89]
-----------------------------------------------
                0.01    0.99       9/9           ss_solar_system_iterate [4]
[25]     2.3    0.01    0.99       9         ss_orbit_render [25]
                0.08    0.63     576/587         matrice4d_product_m4d [28]
                0.01    0.13     576/616         matrice4d_product_v3d [43]
                0.00    0.04     576/616         vecteur4d_getVecteur3d [52]
                0.00    0.03     278/278         ss_orbit_line_clip [56]
                0.01    0.01    2304/1694551     __mulsf3 [8]
                0.01    0.00     863/40923       __gtsf2 [35]
                0.00    0.01    1152/161872      __floatsisf [23]
                0.00    0.01    1152/1157417     __addsf3 [13]
                0.00    0.00    2264/42014       __fixsfsi [45]
                0.00    0.00     576/582         memcpy [90]
                0.00    0.00     576/1298        vecteur3d_init [107]
-----------------------------------------------
                0.01    0.02     504/18386       cosf [44]
                0.18    0.65   17882/18386       sinf [14]
[26]     2.0    0.18    0.67   18386         __ieee754_rem_pio2f [26]
                0.24    0.38   73128/540366      __subsf3 [16]
                0.01    0.01    2268/1694551     __mulsf3 [8]
                0.00    0.01    1440/1157417     __addsf3 [13]
                0.00    0.01     720/161872      __floatsisf [23]
                0.00    0.00     720/42014       __fixsfsi [45]
                0.00    0.00     720/39568       fabsf [64]
-----------------------------------------------
                0.83    0.00  160178/160178      __floatsisf [23]
[27]     1.9    0.83    0.00  160178         __clzsi2 [27]
-----------------------------------------------
                0.00    0.00       1/587         camera3d_init [86]
                0.00    0.01      10/587         ss_planet_render [50]
                0.08    0.63     576/587         ss_orbit_render [25]
[28]     1.7    0.09    0.65     587         matrice4d_product_m4d [28]
                0.19    0.21   37568/1694551     __mulsf3 [8]
                0.05    0.20   37568/1157417     __addsf3 [13]
-----------------------------------------------
                0.00    0.73       1/1           main [3]
[29]     1.7    0.00    0.73       1         exit [29]
                0.00    0.70       1/1           _fwalk [34]
                0.03    0.00       1/1           _exit [55]
                0.00    0.00       1/1           __call_exitprocs [209]
                0.00    0.00       1/1           _cleanup_r [213]
-----------------------------------------------
                0.70    0.00       3/3           close [31]
[30]     1.6    0.70    0.00       3         altera_avalon_jtag_uart_close [30]
-----------------------------------------------
                0.00    0.70       3/3           _close_r [32]
[31]     1.6    0.00    0.70       3         close [31]
                0.70    0.00       3/3           altera_avalon_jtag_uart_close [30]
                0.00    0.00       3/6           alt_release_fd [113]
                0.00    0.00       3/3           altera_avalon_jtag_uart_close_fd [117]
-----------------------------------------------
                0.00    0.70       3/3           _fclose_r [33]
[32]     1.6    0.00    0.70       3         _close_r [32]
                0.00    0.70       3/3           close [31]
-----------------------------------------------
                0.00    0.70       3/3           _fwalk [34]
[33]     1.6    0.00    0.70       3         _fclose_r [33]
                0.00    0.70       3/3           _close_r [32]
                0.00    0.00       3/3           __sclose [207]
                0.00    0.00       3/3           _fflush_r [208]
                0.00    0.00       3/4           __sfp_lock_acquire [205]
                0.00    0.00       3/4           __sfp_lock_release [206]
-----------------------------------------------
                0.00    0.70       1/1           exit [29]
[34]     1.6    0.00    0.70       1         _fwalk [34]
                0.00    0.70       3/3           _fclose_r [33]
                0.00    0.00       3/3           fclose [118]
                0.00    0.00       1/4           __sfp_lock_acquire [205]
                0.00    0.00       1/4           __sfp_lock_release [206]
-----------------------------------------------
                0.00    0.00      19/40923       ss_planet_render [50]
                0.00    0.00      45/40923       ss_solar_system_iterate [4]
                0.01    0.00     863/40923       ss_orbit_render [25]
                0.01    0.00    1148/40923       ss_orbit_line_clip [56]
                0.42    0.12   38848/40923       acosf [9]
[35]     1.3    0.44    0.13   40923         __gtsf2 [35]
                0.07    0.00   40923/159962      __fpcmp_parts_f [41]
                0.06    0.00   81846/7370531     __unpack_f [15]
-----------------------------------------------
                0.15    0.01   30022/109362      __ieee754_acosf [11]
                0.38    0.02   79340/109362      sqrtf [24]
[36]     1.3    0.53    0.03  109362         __ieee754_sqrtf [36]
                0.01    0.00     716/110513      __divsf3 [21]
                0.00    0.00     717/1694551     __mulsf3 [8]
                0.00    0.00     716/540366      __subsf3 [16]
                0.00    0.00     717/1157417     __addsf3 [13]
-----------------------------------------------
                                                 <spontaneous>
[37]     1.0    0.41    0.00                 __malloc_unlock [37]
-----------------------------------------------
                0.00    0.00     616/80162       vecteur4d_getVecteur3d [52]
                0.00    0.00     923/80162       ss_orbit_line_clip [56]
                0.08    0.25   78623/80162       sqrtf [24]
[38]     0.8    0.08    0.25   80162         __ltsf2 [38]
                0.13    0.00   80161/159962      __fpcmp_parts_f [41]
                0.12    0.00  160324/7370531     __unpack_f [15]
-----------------------------------------------
                0.00    0.30       1/1           main [3]
[39]     0.7    0.00    0.30       1         ss_solar_system_init [39]
                0.00    0.30       9/9           ss_orbit_init [40]
                0.00    0.00      10/10          ss_planet_init [88]
                0.00    0.00      10/1298        vecteur3d_init [107]
-----------------------------------------------
                0.00    0.30       9/9           ss_solar_system_init [39]
[40]     0.7    0.00    0.30       9         ss_orbit_init [40]
                0.00    0.12     576/576         cosf [44]
                0.00    0.11     576/39424       sinf [14]
                0.01    0.01     576/658         __muldf3 [57]
                0.02    0.00     576/1383        __truncdfsf2 [49]
                0.01    0.01    1728/1694551     __mulsf3 [8]
                0.00    0.00     576/1465        __extendsfdf2 [62]
                0.00    0.00     576/161872      __floatsisf [23]
                0.00    0.00     576/1298        vecteur3d_init [107]
